,POSTID,POSTLINK,POSTTITLE,POSTBODY,POSTDATE,POSTVOTECOUNTS,COMMENTID,COMMENTSCORE,COMMENTUSERNAME,COMMENTTEXT,COMMENTDATETIME,ANSWERID,ANSWERTEXT,ANSWERBODY,ANSWERDATETIME,ANSWERVOTECOUNTS,ANSWERCMTID,ANSWERCMTTEXT,ANSWERCMTBODY,ANSWERCMTDATETIME,ANSWERCMTVOTECOUNTS,TYPE,postId,title,partial_ratio,token_sort_ratio,token_set_ratio
104,4059147,https://stackoverflow.com/questions/4059147/check-if-a-variable-is-a-string-in-javascript,Check if a variable is a string in JavaScript,"
                
<p>How can I determine whether a variable is a string or something else in JavaScript?</p>
    ","('2010-10-30 14:36:34Z',)","('2639',)",,,,,,20958909.0,"I recommend using the built-in functions from jQuery or lodash/Underscore. They're simpler to use and easier to read.
Either function will handle the case DRAX mentioned... that is, they both check if (A) the variable is a string literal or (B) it's an instance of the String object. In either case, these functions correctly identify the value as being a string.
lodash / Underscore.js
if(_.isString(myVar))
   //it's a string
else
   //it's something else
jQuery
if($.type(myVar) === ""string"")
   //it's a string
else
   //it's something else
See lodash Documentation for _.isString() for more details.
See jQuery Documentation for $.type() for more details.","('\n<p>I recommend using the built-in functions from <strong>jQuery</strong> or <strong>lodash/Underscore</strong>.  They\'re simpler to use and easier to read.</p>\n\n<p>Either function will handle the case DRAX mentioned...  that is, they <em>both</em> check if (A) the variable is a string literal or (B) it\'s an instance of the String object.  In either case, these functions correctly identify the value as being a string.</p>\n\n<p><strong>lodash / Underscore.js</strong></p>\n\n<pre class=""lang-js s-code-block""><code class=""hljs language-javascript""><span class=""hljs-keyword"">if</span>(_.<span class=""hljs-title function_"">isString</span>(myVar))\n   <span class=""hljs-comment"">//it\'s a string</span>\n<span class=""hljs-keyword"">else</span>\n   <span class=""hljs-comment"">//it\'s something else</span>\n</code></pre>\n\n<p><strong>jQuery</strong></p>\n\n<pre class=""lang-js s-code-block""><code class=""hljs language-javascript""><span class=""hljs-keyword"">if</span>($.<span class=""hljs-title function_"">type</span>(myVar) === <span class=""hljs-string"">""string""</span>)\n   <span class=""hljs-comment"">//it\'s a string</span>\n<span class=""hljs-keyword"">else</span>\n   <span class=""hljs-comment"">//it\'s something else</span>\n</code></pre>\n\n<p>See <a href=""https://lodash.com/docs#isString"">lodash Documentation for _.isString()</a> for more details.</p>\n\n<p>See <a href=""http://api.jquery.com/jQuery.type/"">jQuery Documentation for $.type()</a> for more details.</p>\n    ',)","2016-10-25 10:32:11Z, License: CC BY-SA 3.0","('97',)","('75327889',)",@RafałWrzeszcz These libraries are fairly widely used and provide much useful (and tested) functionality. Especially lodash. I wouldn't recommend someone download the library only to use for this one solution.... but I would recommend every javascript developer download this library and see what they are missing out on. ;),"('\n                \n                <span class=""comment-copy"">@RafałWrzeszcz These libraries are fairly widely used and provide much useful (and tested) functionality.  Especially lodash.  I wouldn\'t recommend someone download the library only to use for this one solution.... but I would recommend every javascript developer download this library and see what they are missing out on.  ;)</span>\n                \n                <div class=""d-inline-flex ai-center"">\n–&nbsp;<a href=""/users/940783/clearcloud8"" title=""4,940 reputation"" class=""comment-user"">ClearCloud8</a>\n                </div>\n                <span class=""comment-date"" dir=""ltr""><a class=""comment-link"" href=""#comment75327889_20958909"" aria-label=""Link to comment""><span title=""2017-05-24 10:27:48Z, License: CC BY-SA 3.0"" class=""relativetime-clean"">May 24, 2017 at 10:27</span></a></span>\n            ',)","May 24, 2017 at 10:27","('22',)",answer_comment,4059147,Check if a variable is a string in JavaScript,65,63,81
105,4059147,https://stackoverflow.com/questions/4059147/check-if-a-variable-is-a-string-in-javascript,Check if a variable is a string in JavaScript,"
                
<p>How can I determine whether a variable is a string or something else in JavaScript?</p>
    ","('2010-10-30 14:36:34Z',)","('2639',)",,,,,,20958909.0,"I recommend using the built-in functions from jQuery or lodash/Underscore. They're simpler to use and easier to read.
Either function will handle the case DRAX mentioned... that is, they both check if (A) the variable is a string literal or (B) it's an instance of the String object. In either case, these functions correctly identify the value as being a string.
lodash / Underscore.js
if(_.isString(myVar))
   //it's a string
else
   //it's something else
jQuery
if($.type(myVar) === ""string"")
   //it's a string
else
   //it's something else
See lodash Documentation for _.isString() for more details.
See jQuery Documentation for $.type() for more details.","('\n<p>I recommend using the built-in functions from <strong>jQuery</strong> or <strong>lodash/Underscore</strong>.  They\'re simpler to use and easier to read.</p>\n\n<p>Either function will handle the case DRAX mentioned...  that is, they <em>both</em> check if (A) the variable is a string literal or (B) it\'s an instance of the String object.  In either case, these functions correctly identify the value as being a string.</p>\n\n<p><strong>lodash / Underscore.js</strong></p>\n\n<pre class=""lang-js s-code-block""><code class=""hljs language-javascript""><span class=""hljs-keyword"">if</span>(_.<span class=""hljs-title function_"">isString</span>(myVar))\n   <span class=""hljs-comment"">//it\'s a string</span>\n<span class=""hljs-keyword"">else</span>\n   <span class=""hljs-comment"">//it\'s something else</span>\n</code></pre>\n\n<p><strong>jQuery</strong></p>\n\n<pre class=""lang-js s-code-block""><code class=""hljs language-javascript""><span class=""hljs-keyword"">if</span>($.<span class=""hljs-title function_"">type</span>(myVar) === <span class=""hljs-string"">""string""</span>)\n   <span class=""hljs-comment"">//it\'s a string</span>\n<span class=""hljs-keyword"">else</span>\n   <span class=""hljs-comment"">//it\'s something else</span>\n</code></pre>\n\n<p>See <a href=""https://lodash.com/docs#isString"">lodash Documentation for _.isString()</a> for more details.</p>\n\n<p>See <a href=""http://api.jquery.com/jQuery.type/"">jQuery Documentation for $.type()</a> for more details.</p>\n    ',)","2016-10-25 10:32:11Z, License: CC BY-SA 3.0","('97',)","('80545599',)","All y'all are missing the point of a library like Lodash: not speed. Not ""ease of development"". The reason to use a library like Lodash provides ""defensiveness"" against issues that will blow up your js app. Fatal errors happen when you attempt to do string operations on an object (or vice versa), and Lodash provides tremendous value around preventing those errors.","('\n                \n                <span class=""comment-copy"">All y\'all are missing the point of a library like Lodash: not speed.  Not ""ease of development"".  <b>The reason</b> to use a library like Lodash provides ""defensiveness"" against issues that will blow up your js app.  Fatal errors happen when you attempt to do string operations on an object (or vice versa), and Lodash provides tremendous value around preventing those errors.</span>\n                \n                <div class=""d-inline-flex ai-center"">\n–&nbsp;<a href=""/users/870729/random-user-name"" title=""25,522 reputation"" class=""comment-user"">random_user_name</a>\n                </div>\n                <span class=""comment-date"" dir=""ltr""><a class=""comment-link"" href=""#comment80545599_20958909"" aria-label=""Link to comment""><span title=""2017-10-17 21:15:12Z, License: CC BY-SA 3.0"" class=""relativetime-clean"">Oct 17, 2017 at 21:15</span></a></span>\n            ',)","Oct 17, 2017 at 21:15","('23',)",answer_comment,4059147,Check if a variable is a string in JavaScript,65,63,81
106,4059147,https://stackoverflow.com/questions/4059147/check-if-a-variable-is-a-string-in-javascript,Check if a variable is a string in JavaScript,"
                
<p>How can I determine whether a variable is a string or something else in JavaScript?</p>
    ","('2010-10-30 14:36:34Z',)","('2639',)",,,,,,20958909.0,"I recommend using the built-in functions from jQuery or lodash/Underscore. They're simpler to use and easier to read.
Either function will handle the case DRAX mentioned... that is, they both check if (A) the variable is a string literal or (B) it's an instance of the String object. In either case, these functions correctly identify the value as being a string.
lodash / Underscore.js
if(_.isString(myVar))
   //it's a string
else
   //it's something else
jQuery
if($.type(myVar) === ""string"")
   //it's a string
else
   //it's something else
See lodash Documentation for _.isString() for more details.
See jQuery Documentation for $.type() for more details.","('\n<p>I recommend using the built-in functions from <strong>jQuery</strong> or <strong>lodash/Underscore</strong>.  They\'re simpler to use and easier to read.</p>\n\n<p>Either function will handle the case DRAX mentioned...  that is, they <em>both</em> check if (A) the variable is a string literal or (B) it\'s an instance of the String object.  In either case, these functions correctly identify the value as being a string.</p>\n\n<p><strong>lodash / Underscore.js</strong></p>\n\n<pre class=""lang-js s-code-block""><code class=""hljs language-javascript""><span class=""hljs-keyword"">if</span>(_.<span class=""hljs-title function_"">isString</span>(myVar))\n   <span class=""hljs-comment"">//it\'s a string</span>\n<span class=""hljs-keyword"">else</span>\n   <span class=""hljs-comment"">//it\'s something else</span>\n</code></pre>\n\n<p><strong>jQuery</strong></p>\n\n<pre class=""lang-js s-code-block""><code class=""hljs language-javascript""><span class=""hljs-keyword"">if</span>($.<span class=""hljs-title function_"">type</span>(myVar) === <span class=""hljs-string"">""string""</span>)\n   <span class=""hljs-comment"">//it\'s a string</span>\n<span class=""hljs-keyword"">else</span>\n   <span class=""hljs-comment"">//it\'s something else</span>\n</code></pre>\n\n<p>See <a href=""https://lodash.com/docs#isString"">lodash Documentation for _.isString()</a> for more details.</p>\n\n<p>See <a href=""http://api.jquery.com/jQuery.type/"">jQuery Documentation for $.type()</a> for more details.</p>\n    ',)","2016-10-25 10:32:11Z, License: CC BY-SA 3.0","('97',)","('115300380',)","All of these comments are valid but, man...only with JS would the suggestion of using a third-party library to check a type not get you laughed out of the dev room.","('\n                \n                <span class=""comment-copy"">All of these comments are valid but, man...only with JS would the suggestion of using a third-party library to <i>check a type</i> not get you laughed out of the dev room.</span>\n                \n                <div class=""d-inline-flex ai-center"">\n–&nbsp;<a href=""/users/1291927/mickmalone1983"" title=""1,054 reputation"" class=""comment-user"">MickMalone1983</a>\n                </div>\n                <span class=""comment-date"" dir=""ltr""><a class=""comment-link"" href=""#comment115300380_20958909"" aria-label=""Link to comment""><span title=""2020-12-09 14:50:03Z, License: CC BY-SA 4.0"" class=""relativetime-clean"">Dec 9, 2020 at 14:50</span></a></span>\n            ',)","Dec 9, 2020 at 14:50","('10',)",answer_comment,4059147,Check if a variable is a string in JavaScript,65,63,81
107,4059147,https://stackoverflow.com/questions/4059147/check-if-a-variable-is-a-string-in-javascript,Check if a variable is a string in JavaScript,"
                
<p>How can I determine whether a variable is a string or something else in JavaScript?</p>
    ","('2010-10-30 14:36:34Z',)","('2639',)",,,,,,40569653.0,"Edit: The current way to do it is typeof value === 'string'. For example:
const str = 'hello';
if (typeof str === 'string') { ... }
Below has been deprecated since node v4.
If you work on the node.js environment, you can simply use the built-in function isString in utils.
const util = require('util');
if (util.isString(myVar)) {}","('\n<p>Edit: The current way to do it is <code>typeof value === \'string\'</code>. For example:</p>\n<pre class=""lang-js s-code-block""><code class=""hljs language-javascript""><span class=""hljs-keyword"">const</span> str = <span class=""hljs-string"">\'hello\'</span>;\n<span class=""hljs-keyword"">if</span> (<span class=""hljs-keyword"">typeof</span> str === <span class=""hljs-string"">\'string\'</span>) { ... }\n</code></pre>\n<h2>Below has been deprecated since node v4.</h2>\n<p>If you work on the node.js environment, you can simply use the built-in function isString in utils.</p>\n<pre class=""lang-js s-code-block""><code class=""hljs language-javascript""><span class=""hljs-keyword"">const</span> util = <span class=""hljs-built_in"">require</span>(<span class=""hljs-string"">\'util\'</span>);\n<span class=""hljs-keyword"">if</span> (util.<span class=""hljs-title function_"">isString</span>(myVar)) {}\n</code></pre>\n    ',)","2017-11-09 23:09:32Z, License: CC BY-SA 3.0","('62',)",,,,,,answer,4059147,Check if a variable is a string in JavaScript,65,63,81
108,4059147,https://stackoverflow.com/questions/4059147/check-if-a-variable-is-a-string-in-javascript,Check if a variable is a string in JavaScript,"
                
<p>How can I determine whether a variable is a string or something else in JavaScript?</p>
    ","('2010-10-30 14:36:34Z',)","('2639',)",,,,,,40569653.0,"Edit: The current way to do it is typeof value === 'string'. For example:
const str = 'hello';
if (typeof str === 'string') { ... }
Below has been deprecated since node v4.
If you work on the node.js environment, you can simply use the built-in function isString in utils.
const util = require('util');
if (util.isString(myVar)) {}","('\n<p>Edit: The current way to do it is <code>typeof value === \'string\'</code>. For example:</p>\n<pre class=""lang-js s-code-block""><code class=""hljs language-javascript""><span class=""hljs-keyword"">const</span> str = <span class=""hljs-string"">\'hello\'</span>;\n<span class=""hljs-keyword"">if</span> (<span class=""hljs-keyword"">typeof</span> str === <span class=""hljs-string"">\'string\'</span>) { ... }\n</code></pre>\n<h2>Below has been deprecated since node v4.</h2>\n<p>If you work on the node.js environment, you can simply use the built-in function isString in utils.</p>\n<pre class=""lang-js s-code-block""><code class=""hljs language-javascript""><span class=""hljs-keyword"">const</span> util = <span class=""hljs-built_in"">require</span>(<span class=""hljs-string"">\'util\'</span>);\n<span class=""hljs-keyword"">if</span> (util.<span class=""hljs-title function_"">isString</span>(myVar)) {}\n</code></pre>\n    ',)","2017-11-09 23:09:32Z, License: CC BY-SA 3.0","('62',)","('81375845',)",Is there any replacement?,"('\n                \n                <span class=""comment-copy"">Is there any replacement?</span>\n                \n                <div class=""d-inline-flex ai-center"">\n–&nbsp;<a href=""/users/58129/anthony-kong"" title=""36,805 reputation"" class=""comment-user"">Anthony Kong</a>\n                </div>\n                <span class=""comment-date"" dir=""ltr""><a class=""comment-link"" href=""#comment81375845_40569653"" aria-label=""Link to comment""><span title=""2017-11-09 23:09:32Z, License: CC BY-SA 3.0"" class=""relativetime-clean"">Nov 9, 2017 at 23:09</span></a></span>\n            ',)","Nov 9, 2017 at 23:09","('',)",answer_comment,4059147,Check if a variable is a string in JavaScript,65,63,81
109,4059147,https://stackoverflow.com/questions/4059147/check-if-a-variable-is-a-string-in-javascript,Check if a variable is a string in JavaScript,"
                
<p>How can I determine whether a variable is a string or something else in JavaScript?</p>
    ","('2010-10-30 14:36:34Z',)","('2639',)",,,,,,40569653.0,"Edit: The current way to do it is typeof value === 'string'. For example:
const str = 'hello';
if (typeof str === 'string') { ... }
Below has been deprecated since node v4.
If you work on the node.js environment, you can simply use the built-in function isString in utils.
const util = require('util');
if (util.isString(myVar)) {}","('\n<p>Edit: The current way to do it is <code>typeof value === \'string\'</code>. For example:</p>\n<pre class=""lang-js s-code-block""><code class=""hljs language-javascript""><span class=""hljs-keyword"">const</span> str = <span class=""hljs-string"">\'hello\'</span>;\n<span class=""hljs-keyword"">if</span> (<span class=""hljs-keyword"">typeof</span> str === <span class=""hljs-string"">\'string\'</span>) { ... }\n</code></pre>\n<h2>Below has been deprecated since node v4.</h2>\n<p>If you work on the node.js environment, you can simply use the built-in function isString in utils.</p>\n<pre class=""lang-js s-code-block""><code class=""hljs language-javascript""><span class=""hljs-keyword"">const</span> util = <span class=""hljs-built_in"">require</span>(<span class=""hljs-string"">\'util\'</span>);\n<span class=""hljs-keyword"">if</span> (util.<span class=""hljs-title function_"">isString</span>(myVar)) {}\n</code></pre>\n    ',)","2017-11-09 23:09:32Z, License: CC BY-SA 3.0","('62',)","('93046241',)","Documents say ""Use typeof value === 'string' instead.""","('\n                \n                <span class=""comment-copy"">Documents say ""Use <code>typeof value === \'string\'</code> instead.""</span>\n                \n                <div class=""d-inline-flex ai-center"">\n–&nbsp;<a href=""/users/3965/mr-rogers"" title=""6,061 reputation"" class=""comment-user"">Mr Rogers</a>\n                </div>\n                <span class=""comment-date"" dir=""ltr""><a class=""comment-link"" href=""#comment93046241_40569653"" aria-label=""Link to comment""><span title=""2018-10-30 22:50:00Z, License: CC BY-SA 4.0"" class=""relativetime-clean"">Oct 30, 2018 at 22:50</span></a></span>\n            ',)","Oct 30, 2018 at 22:50","('4',)",answer_comment,4059147,Check if a variable is a string in JavaScript,65,63,81
110,4059147,https://stackoverflow.com/questions/4059147/check-if-a-variable-is-a-string-in-javascript,Check if a variable is a string in JavaScript,"
                
<p>How can I determine whether a variable is a string or something else in JavaScript?</p>
    ","('2010-10-30 14:36:34Z',)","('2639',)",,,,,,40569653.0,"Edit: The current way to do it is typeof value === 'string'. For example:
const str = 'hello';
if (typeof str === 'string') { ... }
Below has been deprecated since node v4.
If you work on the node.js environment, you can simply use the built-in function isString in utils.
const util = require('util');
if (util.isString(myVar)) {}","('\n<p>Edit: The current way to do it is <code>typeof value === \'string\'</code>. For example:</p>\n<pre class=""lang-js s-code-block""><code class=""hljs language-javascript""><span class=""hljs-keyword"">const</span> str = <span class=""hljs-string"">\'hello\'</span>;\n<span class=""hljs-keyword"">if</span> (<span class=""hljs-keyword"">typeof</span> str === <span class=""hljs-string"">\'string\'</span>) { ... }\n</code></pre>\n<h2>Below has been deprecated since node v4.</h2>\n<p>If you work on the node.js environment, you can simply use the built-in function isString in utils.</p>\n<pre class=""lang-js s-code-block""><code class=""hljs language-javascript""><span class=""hljs-keyword"">const</span> util = <span class=""hljs-built_in"">require</span>(<span class=""hljs-string"">\'util\'</span>);\n<span class=""hljs-keyword"">if</span> (util.<span class=""hljs-title function_"">isString</span>(myVar)) {}\n</code></pre>\n    ',)","2017-11-09 23:09:32Z, License: CC BY-SA 3.0","('62',)","('108383501',)",x = new String('x'); x.isString(x); returns false. There is util.types.isStringObject() but that returns false for x = 'x' type string. Two utility functions that provide absolutely no utility...,"('\n                \n                <span class=""comment-copy""><code>x = new String(\'x\'); x.isString(x);</code> returns <i>false</i>. There is <code>util.types.isStringObject()</code> but that returns false for <code>x = \'x\'</code> type string. Two utility functions that provide absolutely no utility...</span>\n                \n                <div class=""d-inline-flex ai-center"">\n–&nbsp;<a href=""/users/2038383/spinkus"" title=""7,381 reputation"" class=""comment-user"">spinkus</a>\n                </div>\n                <span class=""comment-date"" dir=""ltr""><a class=""comment-link"" href=""#comment108383501_40569653"" aria-label=""Link to comment""><span title=""2020-04-17 07:29:43Z, License: CC BY-SA 4.0"" class=""relativetime-clean"">Apr 17, 2020 at 7:29</span></a></span>\n            ',)","Apr 17, 2020 at 7:29","('2',)",answer_comment,4059147,Check if a variable is a string in JavaScript,65,63,81
111,4059147,https://stackoverflow.com/questions/4059147/check-if-a-variable-is-a-string-in-javascript,Check if a variable is a string in JavaScript,"
                
<p>How can I determine whether a variable is a string or something else in JavaScript?</p>
    ","('2010-10-30 14:36:34Z',)","('2639',)",,,,,,24941988.0,"function isString (obj) {
  return (Object.prototype.toString.call(obj) === '[object String]');
}
I saw that here:
http://perfectionkills.com/instanceof-considered-harmful-or-how-to-write-a-robust-isarray/","('\n<pre class=""lang-js s-code-block""><code class=""hljs language-javascript""><span class=""hljs-keyword"">function</span> <span class=""hljs-title function_"">isString</span> (obj) {\n  <span class=""hljs-keyword"">return</span> (<span class=""hljs-title class_"">Object</span>.<span class=""hljs-property""><span class=""hljs-keyword"">prototype</span></span>.<span class=""hljs-property"">toString</span>.<span class=""hljs-title function_"">call</span>(obj) === <span class=""hljs-string"">\'[object String]\'</span>);\n}\n</code></pre>\n\n<p>I saw that here:</p>\n\n<p><a href=""http://perfectionkills.com/instanceof-considered-harmful-or-how-to-write-a-robust-isarray/"">http://perfectionkills.com/instanceof-considered-harmful-or-how-to-write-a-robust-isarray/</a></p>\n    ',)","2015-05-28 06:53:02Z, License: CC BY-SA 3.0","('47',)",,,,,,answer,4059147,Check if a variable is a string in JavaScript,65,63,81
112,4059147,https://stackoverflow.com/questions/4059147/check-if-a-variable-is-a-string-in-javascript,Check if a variable is a string in JavaScript,"
                
<p>How can I determine whether a variable is a string or something else in JavaScript?</p>
    ","('2010-10-30 14:36:34Z',)","('2639',)",,,,,,24941988.0,"function isString (obj) {
  return (Object.prototype.toString.call(obj) === '[object String]');
}
I saw that here:
http://perfectionkills.com/instanceof-considered-harmful-or-how-to-write-a-robust-isarray/","('\n<pre class=""lang-js s-code-block""><code class=""hljs language-javascript""><span class=""hljs-keyword"">function</span> <span class=""hljs-title function_"">isString</span> (obj) {\n  <span class=""hljs-keyword"">return</span> (<span class=""hljs-title class_"">Object</span>.<span class=""hljs-property""><span class=""hljs-keyword"">prototype</span></span>.<span class=""hljs-property"">toString</span>.<span class=""hljs-title function_"">call</span>(obj) === <span class=""hljs-string"">\'[object String]\'</span>);\n}\n</code></pre>\n\n<p>I saw that here:</p>\n\n<p><a href=""http://perfectionkills.com/instanceof-considered-harmful-or-how-to-write-a-robust-isarray/"">http://perfectionkills.com/instanceof-considered-harmful-or-how-to-write-a-robust-isarray/</a></p>\n    ',)","2015-05-28 06:53:02Z, License: CC BY-SA 3.0","('47',)","('49074950',)",I think this solution is the most robust since it handles cross-frame/cross-window reference scenarios as mentioned in the URL provided in the answer.,"('\n                \n                <span class=""comment-copy"">I think this solution is the most robust since it handles cross-frame/cross-window reference scenarios as mentioned in the URL provided in the answer.</span>\n                \n                <div class=""d-inline-flex ai-center"">\n–&nbsp;<a href=""/users/719934/ewh"" title=""984 reputation"" class=""comment-user"">ewh</a>\n                </div>\n                <span class=""comment-date"" dir=""ltr""><a class=""comment-link"" href=""#comment49074950_24941988"" aria-label=""Link to comment""><span title=""2015-05-28 06:53:02Z, License: CC BY-SA 3.0"" class=""relativetime-clean"">May 28, 2015 at 6:53</span></a></span>\n            ',)","May 28, 2015 at 6:53","('4',)",answer_comment,4059147,Check if a variable is a string in JavaScript,65,63,81
113,4059147,https://stackoverflow.com/questions/4059147/check-if-a-variable-is-a-string-in-javascript,Check if a variable is a string in JavaScript,"
                
<p>How can I determine whether a variable is a string or something else in JavaScript?</p>
    ","('2010-10-30 14:36:34Z',)","('2639',)",,,,,,24941988.0,"function isString (obj) {
  return (Object.prototype.toString.call(obj) === '[object String]');
}
I saw that here:
http://perfectionkills.com/instanceof-considered-harmful-or-how-to-write-a-robust-isarray/","('\n<pre class=""lang-js s-code-block""><code class=""hljs language-javascript""><span class=""hljs-keyword"">function</span> <span class=""hljs-title function_"">isString</span> (obj) {\n  <span class=""hljs-keyword"">return</span> (<span class=""hljs-title class_"">Object</span>.<span class=""hljs-property""><span class=""hljs-keyword"">prototype</span></span>.<span class=""hljs-property"">toString</span>.<span class=""hljs-title function_"">call</span>(obj) === <span class=""hljs-string"">\'[object String]\'</span>);\n}\n</code></pre>\n\n<p>I saw that here:</p>\n\n<p><a href=""http://perfectionkills.com/instanceof-considered-harmful-or-how-to-write-a-robust-isarray/"">http://perfectionkills.com/instanceof-considered-harmful-or-how-to-write-a-robust-isarray/</a></p>\n    ',)","2015-05-28 06:53:02Z, License: CC BY-SA 3.0","('47',)","('63722774',)","Great answer, it looks like Underscore.js also uses this method!","('\n                \n                <span class=""comment-copy"">Great answer, it looks like Underscore.js also uses this method!</span>\n                \n                <div class=""d-inline-flex ai-center"">\n–&nbsp;<a href=""/users/987864/daan"" title=""7,585 reputation"" class=""comment-user"">Daan</a>\n                </div>\n                <span class=""comment-date"" dir=""ltr""><a class=""comment-link"" href=""#comment63722774_24941988"" aria-label=""Link to comment""><span title=""2016-07-01 13:25:37Z, License: CC BY-SA 3.0"" class=""relativetime-clean"">Jul 1, 2016 at 13:25</span></a></span>\n            ',)","Jul 1, 2016 at 13:25","('1',)",answer_comment,4059147,Check if a variable is a string in JavaScript,65,63,81
114,4059147,https://stackoverflow.com/questions/4059147/check-if-a-variable-is-a-string-in-javascript,Check if a variable is a string in JavaScript,"
                
<p>How can I determine whether a variable is a string or something else in JavaScript?</p>
    ","('2010-10-30 14:36:34Z',)","('2639',)",,,,,,24941988.0,"function isString (obj) {
  return (Object.prototype.toString.call(obj) === '[object String]');
}
I saw that here:
http://perfectionkills.com/instanceof-considered-harmful-or-how-to-write-a-robust-isarray/","('\n<pre class=""lang-js s-code-block""><code class=""hljs language-javascript""><span class=""hljs-keyword"">function</span> <span class=""hljs-title function_"">isString</span> (obj) {\n  <span class=""hljs-keyword"">return</span> (<span class=""hljs-title class_"">Object</span>.<span class=""hljs-property""><span class=""hljs-keyword"">prototype</span></span>.<span class=""hljs-property"">toString</span>.<span class=""hljs-title function_"">call</span>(obj) === <span class=""hljs-string"">\'[object String]\'</span>);\n}\n</code></pre>\n\n<p>I saw that here:</p>\n\n<p><a href=""http://perfectionkills.com/instanceof-considered-harmful-or-how-to-write-a-robust-isarray/"">http://perfectionkills.com/instanceof-considered-harmful-or-how-to-write-a-robust-isarray/</a></p>\n    ',)","2015-05-28 06:53:02Z, License: CC BY-SA 3.0","('47',)","('69185943',)","@ling Just curious, why do you put parenthesis around Object.prototype.toString.call(obj) === '[object String]'?","('\n                \n                <span class=""comment-copy"">@ling Just curious, why do you put parenthesis around <code>Object.prototype.toString.call(obj) === \'[object String]\'</code>?</span>\n                \n                <div class=""d-inline-flex ai-center"">\n–&nbsp;<a href=""/users/5503323/stubbornshowaguy"" title=""249 reputation"" class=""comment-user"">StubbornShowaGuy</a>\n                </div>\n                <span class=""comment-date"" dir=""ltr""><a class=""comment-link"" href=""#comment69185943_24941988"" aria-label=""Link to comment""><span title=""2016-12-06 05:37:40Z, License: CC BY-SA 3.0"" class=""relativetime-clean"">Dec 6, 2016 at 5:37</span></a></span>\n            ',)","Dec 6, 2016 at 5:37","('2',)",answer_comment,4059147,Check if a variable is a string in JavaScript,65,63,81
115,4059147,https://stackoverflow.com/questions/4059147/check-if-a-variable-is-a-string-in-javascript,Check if a variable is a string in JavaScript,"
                
<p>How can I determine whether a variable is a string or something else in JavaScript?</p>
    ","('2010-10-30 14:36:34Z',)","('2639',)",,,,,,24941988.0,"function isString (obj) {
  return (Object.prototype.toString.call(obj) === '[object String]');
}
I saw that here:
http://perfectionkills.com/instanceof-considered-harmful-or-how-to-write-a-robust-isarray/","('\n<pre class=""lang-js s-code-block""><code class=""hljs language-javascript""><span class=""hljs-keyword"">function</span> <span class=""hljs-title function_"">isString</span> (obj) {\n  <span class=""hljs-keyword"">return</span> (<span class=""hljs-title class_"">Object</span>.<span class=""hljs-property""><span class=""hljs-keyword"">prototype</span></span>.<span class=""hljs-property"">toString</span>.<span class=""hljs-title function_"">call</span>(obj) === <span class=""hljs-string"">\'[object String]\'</span>);\n}\n</code></pre>\n\n<p>I saw that here:</p>\n\n<p><a href=""http://perfectionkills.com/instanceof-considered-harmful-or-how-to-write-a-robust-isarray/"">http://perfectionkills.com/instanceof-considered-harmful-or-how-to-write-a-robust-isarray/</a></p>\n    ',)","2015-05-28 06:53:02Z, License: CC BY-SA 3.0","('47',)","('87460118',)",How is that different from @Orwellophile's answer?,"('\n                \n                <span class=""comment-copy"">How is that different from @Orwellophile\'s answer?</span>\n                \n                <div class=""d-inline-flex ai-center"">\n–&nbsp;<a href=""/users/472610/jonathan-h"" title=""7,471 reputation"" class=""comment-user"">Jonathan H</a>\n                </div>\n                <span class=""comment-date"" dir=""ltr""><a class=""comment-link"" href=""#comment87460118_24941988"" aria-label=""Link to comment""><span title=""2018-05-07 19:45:53Z, License: CC BY-SA 4.0"" class=""relativetime-clean"">May 7, 2018 at 19:45</span></a></span>\n            ',)","May 7, 2018 at 19:45","('2',)",answer_comment,4059147,Check if a variable is a string in JavaScript,65,63,81
