pylang,"@MartinThoma Much appreciated. FYI, if flattening nested iterables is a common practice for you, there are some third-party packages that handle this well. This may save from reinventing the wheel. I've mentioned more_itertools among others discussed in this post. Cheers.","Mar 25, 2017 at 17:51",https://stackoverflow.com/questions/952914/how-do-i-make-a-flat-list-out-of-a-list-of-lists,How do I make a flat list out of a list of lists?,answer
Wolf,"Maybe traverse could also be a good name for this way of a tree, whereas I'd keep it less universal for this answer by sticking to nested lists.","Jun 15, 2017 at 10:22",https://stackoverflow.com/questions/952914/how-do-i-make-a-flat-list-out-of-a-list-of-lists,How do I make a flat list out of a list of lists?,answer
Ryan Allen,"You can check if hasattr(x, '__iter__') instead of importing/checking against Iterable and that will exclude strings as well.","Apr 30, 2018 at 16:46",https://stackoverflow.com/questions/952914/how-do-i-make-a-flat-list-out-of-a-list-of-lists,How do I make a flat list out of a list of lists?,answer
sunnyX,"the above code doesnt seem to work for if one of the nested lists is having a list of strings. [1, 2, [3, 4], [4], [], 9, 9.5, 'ssssss', ['str', 'sss', 'ss'], [3, 4, 5]] output:- [1, 2, 3, 4, 4, 9, 9.5, 'ssssss', 3, 4, 5]","Jun 12, 2019 at 21:35",https://stackoverflow.com/questions/952914/how-do-i-make-a-flat-list-out-of-a-list-of-lists,How do I make a flat list out of a list of lists?,answer
kylebebak,OP doesn't mention they want to use numpy. Python has good ways of doing this without relying on a library,"Oct 3, 2021 at 1:01",https://stackoverflow.com/questions/952914/how-do-i-make-a-flat-list-out-of-a-list-of-lists,How do I make a flat list out of a list of lists?,answer
viddik13,If you can afford adding a package to your project - this answer is best,"Mar 5, 2020 at 15:53",https://stackoverflow.com/questions/952914/how-do-i-make-a-flat-list-out-of-a-list-of-lists,How do I make a flat list out of a list of lists?,answer
Sajad.sni,"it fails when all elements are not list. (e.g. lst=[1, [2,3]]). of course integer is not iterable.","Sep 8, 2020 at 8:32",https://stackoverflow.com/questions/952914/how-do-i-make-a-flat-list-out-of-a-list-of-lists,How do I make a flat list out of a list of lists?,answer
viddik13,"also, mind that list of strings will be flattened to a list of characters","Oct 30, 2020 at 2:05",https://stackoverflow.com/questions/952914/how-do-i-make-a-flat-list-out-of-a-list-of-lists,How do I make a flat list out of a list of lists?,answer
agf,"extend is better used as newlist = [], extend = newlist.extend, for sublist in l: extend(l) as it avoids the (rather large) overhead of the lambda, the attribute lookup on x, and the or.","Sep 24, 2011 at 10:12",https://stackoverflow.com/questions/952914/how-do-i-make-a-flat-list-out-of-a-list-of-lists,How do I make a flat list out of a list of lists?,answer
Markus Dutschke,for python 3 add from functools import reduce,"Jul 2, 2019 at 12:24",https://stackoverflow.com/questions/952914/how-do-i-make-a-flat-list-out-of-a-list-of-lists,How do I make a flat list out of a list of lists?,answer
Uriya Harpeness,This answer is already up in this question: stackoverflow.com/a/952946/14273548,"Dec 9, 2021 at 9:24",https://stackoverflow.com/questions/952914/how-do-i-make-a-flat-list-out-of-a-list-of-lists,How do I make a flat list out of a list of lists?,answer
Arel,"Neat! Though the other answer here, stackoverflow.com/a/952946/14273548, explains the reasons this solution should generally be avoided (it's inefficient and confusing.)","Dec 29, 2021 at 20:29",https://stackoverflow.com/questions/952914/how-do-i-make-a-flat-list-out-of-a-list-of-lists,How do I make a flat list out of a list of lists?,answer
Culpepper,Will also give a TypeError if your list contains a tuple,Jan 31 at 18:42,https://stackoverflow.com/questions/952914/how-do-i-make-a-flat-list-out-of-a-list-of-lists,How do I make a flat list out of a list of lists?,answer
juanpa.arrivillaga,why would you use a tuple? now your solution is inefficient.,"Jul 31, 2021 at 18:53",https://stackoverflow.com/questions/952914/how-do-i-make-a-flat-list-out-of-a-list-of-lists,How do I make a flat list out of a list of lists?,answer
juanpa.arrivillaga,"And with any sequence, sum((flatten(e) for e in itr), tuple()) is highly inefficient,","Jul 31, 2021 at 18:53",https://stackoverflow.com/questions/952914/how-do-i-make-a-flat-list-out-of-a-list-of-lists,How do I make a flat list out of a list of lists?,answer
mmj,"@juanpa.arrivillaga Your comment made me think about improving my answer and I think I found a better one, what do you think?","Aug 1, 2021 at 17:37",https://stackoverflow.com/questions/952914/how-do-i-make-a-flat-list-out-of-a-list-of-lists,How do I make a flat list out of a list of lists?,answer
EL_DON,"Doesn't work for unevenly nested lists like [1, 2, [3], [[4]], [5, [6]]]","Apr 22, 2019 at 21:39",https://stackoverflow.com/questions/952914/how-do-i-make-a-flat-list-out-of-a-list-of-lists,How do I make a flat list out of a list of lists?,answer
EL_DON,"@juanpa.arrivillaga it's a simple and natural extension of the question, though. Answers that can handle greater depth of nesting are more likely to be useful to someone who finds this question.","Aug 2, 2021 at 19:53",https://stackoverflow.com/questions/952914/how-do-i-make-a-flat-list-out-of-a-list-of-lists,How do I make a flat list out of a list of lists?,answer
pylang,"If you are still interested in Python 2 compatibility, change yield from to a for loop, e.g. for x in flatten(i): yield x","Jun 19, 2018 at 19:06",https://stackoverflow.com/questions/952914/how-do-i-make-a-flat-list-out-of-a-list-of-lists,How do I make a flat list out of a list of lists?,answer
EL_DON,"Fails for python2.7 for the example nested list in the question: [[1, 2, 3], [4, 5, 6], [7], [8, 9]]","Apr 22, 2019 at 21:34",https://stackoverflow.com/questions/952914/how-do-i-make-a-flat-list-out-of-a-list-of-lists,How do I make a flat list out of a list of lists?,answer
Maciek,Why extend([l]) instead of append(l)?,"Apr 9, 2020 at 18:31",https://stackoverflow.com/questions/952914/how-do-i-make-a-flat-list-out-of-a-list-of-lists,How do I make a flat list out of a list of lists?,answer
Darkonaut,"That's just a more complicated and a bit slower way of what ᴡʜᴀᴄᴋᴀᴍᴀᴅᴏᴏᴅʟᴇ3000 already posted before. I reinvented his proposal yesterday, so this approach seems quite popular these days ;)","Jan 10, 2018 at 22:03",https://stackoverflow.com/questions/952914/how-do-i-make-a-flat-list-out-of-a-list-of-lists,How do I make a flat list out of a list of lists?,answer
tharndt,"Not quite: wierd_list = [[1, 2, 3], [4, 5, 6], [7], [8, 9], 10] >> nice_list=[1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 0]","Jan 11, 2018 at 8:17",https://stackoverflow.com/questions/952914/how-do-i-make-a-flat-list-out-of-a-list-of-lists,How do I make a flat list out of a list of lists?,answer
tharndt,"my code as one liner would be : flat_list = [int(e.replace('[','').replace(']','')) for e in str(deep_list).split(',')]","Jan 11, 2018 at 8:32",https://stackoverflow.com/questions/952914/how-do-i-make-a-flat-list-out-of-a-list-of-lists,How do I make a flat list out of a list of lists?,answer
Darkonaut,"You are indeed right +1, ᴡʜᴀᴄᴋᴀᴍᴀᴅᴏᴏᴅʟᴇ3000's proposal won't work with multiple digit numbers, I also didn't test this before although it should be obvious. You could simplify your code and write [int(e.strip('[ ]')) for e in str(deep_list).split(',')]. But I'd suggest to stick with Deleet's proposal for real use cases. It doesn't contain hacky type transformations, it's faster and more versatile because it naturally also handles lists with mixed types.","Jan 11, 2018 at 16:31",https://stackoverflow.com/questions/952914/how-do-i-make-a-flat-list-out-of-a-list-of-lists,How do I make a flat list out of a list of lists?,answer
tharndt,Unfortunately no. But I saw this code recently here: Python Practice Book 6.1.2,"Jan 15, 2018 at 8:18",https://stackoverflow.com/questions/952914/how-do-i-make-a-flat-list-out-of-a-list-of-lists,How do I make a flat list out of a list of lists?,answer
Mark Ransom,What is the input you use to demonstrate this problem?,1 hour ago,https://stackoverflow.com/questions/74209069/python-list-doesnt-work-with-double-digits,Python list doesn't work with double digits,original
Tom Karzes,"numPhrase is a single string, not a list of strings. When you use it as an iterator, you get each individual character in the string. If you want a list of words, use numPhrase.split() instead. That will solve your problem.",1 hour ago,https://stackoverflow.com/questions/74209069/python-list-doesnt-work-with-double-digits,Python list doesn't work with double digits,original
elite.dragon,Yeah that fixed it thanks so much!,1 hour ago,https://stackoverflow.com/questions/74209069/python-list-doesnt-work-with-double-digits,Python list doesn't work with double digits,original
buran,"You take a string as input, then you iterate over it char by char, how do you expect that single char would match a key in the dict?",1 hour ago,https://stackoverflow.com/questions/74209069/python-list-doesnt-work-with-double-digits,Python list doesn't work with double digits,original
Deepak Tripathi,Instead use list_comprehension and convert to set to remove duplicates ?,8 hours ago,https://stackoverflow.com/questions/74203814/remove-similar-strings-in-python-list-by-levenshtein-ratio,Remove similar Strings in Python List by Levenshtein Ratio,original
toyota Supra,@schieslu. Typo error: for x in word list: Should be for x in word_list:. Missed underscore,6 hours ago,https://stackoverflow.com/questions/74203814/remove-similar-strings-in-python-list-by-levenshtein-ratio,Remove similar Strings in Python List by Levenshtein Ratio,original
toyota Supra,Typo error: for x in word list: Should be for x in word_list:. Missed underscore,6 hours ago,https://stackoverflow.com/questions/74203814/remove-similar-strings-in-python-list-by-levenshtein-ratio,Remove similar Strings in Python List by Levenshtein Ratio,answer
James,Oh! Thank you so much! Sorry if the question seemed redundant.,yesterday,https://stackoverflow.com/questions/74195907/python-list-of-functions-without-executing,Python List of Functions without Executing,answer
CrazyChucky,You point it out in your title—you're missing self in your definition. (Is there a reason to not simply write job_status such that it takes a variable number of arguments with *?),Oct 19 at 22:07,https://stackoverflow.com/questions/74132364/python-list-comprehension-as-a-decorator-including-self,Python - list comprehension as a decorator (including self),original
Barmar,"A decorator is generally only useful if it will be used to modify different functions. If this is just for a specific function, there's not much point in it -- just put the code in that function.",Oct 19 at 22:09,https://stackoverflow.com/questions/74132364/python-list-comprehension-as-a-decorator-including-self,Python - list comprehension as a decorator (including self),original
marcin2x4,I would need physical examples as I'm not sure how to combine both functions into one. Challenge is how to perform the comprehension inside job_status,Oct 19 at 22:16,https://stackoverflow.com/questions/74132364/python-list-comprehension-as-a-decorator-including-self,Python - list comprehension as a decorator (including self),original
juanpa.arrivillaga,"you want something like def inner(self, live_of_val): return [func(self, value) for value in list_of_val] but I see no reason to do things this way. Why don't you just define job_status to work this way? It's very unexpected behavior",Oct 19 at 22:24,https://stackoverflow.com/questions/74132364/python-list-comprehension-as-a-decorator-including-self,Python - list comprehension as a decorator (including self),original
juanpa.arrivillaga,"Also, pass_by_list_comprehension should not be a method, but just a function in the module. And pass_by_list_comprehension doesn't really make sense as a name...",Oct 19 at 22:26,https://stackoverflow.com/questions/74132364/python-list-comprehension-as-a-decorator-including-self,Python - list comprehension as a decorator (including self),original
CrazyChucky,"Did you mean to use Callable as a type hint for func, after you import it?",Oct 19 at 22:33,https://stackoverflow.com/questions/74132364/python-list-comprehension-as-a-decorator-including-self,Python - list comprehension as a decorator (including self),answer
marcin2x4,This is a pretty one-liner solution. I think that decorator would always be a good practice but in my scenario I agree it would be an overkill. Thanks for the other suggestions as well.,Oct 19 at 23:02,https://stackoverflow.com/questions/74132364/python-list-comprehension-as-a-decorator-including-self,Python - list comprehension as a decorator (including self),answer
CrazyChucky,"Good practice with decorators is to usually leave the function signature (that is, what parameters it takes) unchanged, unless you have a really good reason for doing otherwise.",Oct 19 at 23:16,https://stackoverflow.com/questions/74132364/python-list-comprehension-as-a-decorator-including-self,Python - list comprehension as a decorator (including self),answer
Julien,How would we know it's more elegant without what you have done as reference? How to Ask and minimal reproducible example,2 days ago,https://stackoverflow.com/questions/74176549/divide-a-python-list-to-sub-lists-by-condition,Divide a python list to sub lists by condition [closed],original
Rahul K P,Please post your code as text.,Oct 21 at 22:25,https://stackoverflow.com/questions/74159679/python-list-index-not-in-order,Python list index not in order,original
rv.kvetch,seeing code as image makes it harder to copy paste and also to test,Oct 21 at 22:25,https://stackoverflow.com/questions/74159679/python-list-index-not-in-order,Python list index not in order,original
Tim Roberts,"index is very much the wrong tool for this job. Remember, index returns the FIRST occurrence of the character. If you have three Ls, it will return the same one each time. You need to have your loop go by indexes.",Oct 21 at 22:27,https://stackoverflow.com/questions/74159679/python-list-index-not-in-order,Python list index not in order,original
Daniel Hao,"Consider to use List Comp like this - ans = [ch.upper() if not idx%2 else ch.lower() for idx, ch in enumerate(word)]",Oct 21 at 22:40,https://stackoverflow.com/questions/74159679/python-list-index-not-in-order,Python list index not in order,original
trincot,Python has a native len function.,2 days ago,https://stackoverflow.com/questions/74174171/how-do-i-find-countries-where-the-name-has-between-4-and-5-letters-with-regex-in,How do I find countries where the name has between 4 and 5 letters with regex in python list?,original
knittl,"Why range(4,5) and not [4,5]?",2 days ago,https://stackoverflow.com/questions/74174171/how-do-i-find-countries-where-the-name-has-between-4-and-5-letters-with-regex-in,How do I find countries where the name has between 4 and 5 letters with regex in python list?,answer
I'mahdi,"@knittl, here you're right [4,5] is better, But how about range(4,40) or [4,5,6,...37,38,39] which is better, use range or use hard coding with list?",2 days ago,https://stackoverflow.com/questions/74174171/how-do-i-find-countries-where-the-name-has-between-4-and-5-letters-with-regex-in,How do I find countries where the name has between 4 and 5 letters with regex in python list?,answer
knittl,I'd probably go for len >= 4 and len <= 40 :),2 days ago,https://stackoverflow.com/questions/74174171/how-do-i-find-countries-where-the-name-has-between-4-and-5-letters-with-regex-in,How do I find countries where the name has between 4 and 5 letters with regex in python list?,answer
I'mahdi,"@knittl, OK but I prefer to short this : len >= 4 and len <= 40 to len in range(4, 41) ;)",2 days ago,https://stackoverflow.com/questions/74174171/how-do-i-find-countries-where-the-name-has-between-4-and-5-letters-with-regex-in,How do I find countries where the name has between 4 and 5 letters with regex in python list?,answer
knittl,"Thanks for fixing the off-by-one error with range(4,5), which would only contain 4 :)",2 days ago,https://stackoverflow.com/questions/74174171/how-do-i-find-countries-where-the-name-has-between-4-and-5-letters-with-regex-in,How do I find countries where the name has between 4 and 5 letters with regex in python list?,answer
Deepak Tripathi,for last element in your alphabet list i.e z your code is breaking because you are trying to fetch at alphabet[location_ofz+ 1] which will be more than index in your list.,Oct 23 at 4:34,https://stackoverflow.com/questions/74168662/python-list-index-is-out-of-range,python list index is out of range,original
Mark,"You are using x as a loop variable in the outer loop for x in codelist, but you are also using x in the inner loop x = alphabet[alphabet.index(y) + 1] what are you expecting to happen here? Try putting print(alphabet.index(y), x, y) right about that line and see if it's doing what you hope.",Oct 23 at 4:37,https://stackoverflow.com/questions/74168662/python-list-index-is-out-of-range,python list index is out of range,original
Deepak Tripathi,This line also not correct x = alphabet[alphabet.index(y) + 1] because you are assigning the x two times one in the initial loop and inside loop as well,Oct 23 at 4:37,https://stackoverflow.com/questions/74168662/python-list-index-is-out-of-range,python list index is out of range,original
Deepak Tripathi,"initialize z = """" before your loop and replace x = alphabet[alphabet.index(y) + 1] to z += alphabet[alphabet.index(y) + 1] your code will work fine for all the cases except last 3 characters of alphabets.",Oct 23 at 4:39,https://stackoverflow.com/questions/74168662/python-list-index-is-out-of-range,python list index is out of range,original
Karl Knechtel,"Welcome to Stack Overflow. It's not clear to me what the question is. If it's ""why does this error occur?"", then think carefully about what will happen the last time through the loop - what will be the value of the index? If it's ""what's wrong with the code?"", then I don't think your approach to solving the problem really makes sense at all - please start by trying to write out the intended steps, in English, in a separate document. If it's ""how can I write correct code for this task?"" then please start with research.",Oct 23 at 4:42,https://stackoverflow.com/questions/74168662/python-list-index-is-out-of-range,python list index is out of range,original
Mr.Slow,"Thanks, I will try! I am wondering, how would the code change if ""col1"" were integers? Like [10, 20, 30, 40]. I assume, you could not use "".join()"", correct?",Oct 21 at 9:49,https://stackoverflow.com/questions/74150971/look-for-100-matches-partial-matches-and-dismatches-between-python-list-and-lis,"Look for 100% matches,partial matches and dismatches between python list and list column in Pandas",answer
R. Baraiya,@VáclavPech you can use .join() just you have first convert list elements to str. and than you can.,Oct 21 at 10:03,https://stackoverflow.com/questions/74150971/look-for-100-matches-partial-matches-and-dismatches-between-python-list-and-lis,"Look for 100% matches,partial matches and dismatches between python list and list column in Pandas",answer
MatthiasL,Could you please show what you tried?,Oct 18 at 10:57,https://stackoverflow.com/questions/74109762/how-to-convert-variable-array-to-nested-python-list,How to convert variable array to nested python list?,original
Ignatius Reilly,Don't use list as name. You're overwriting the built-in class.,Oct 18 at 3:48,https://stackoverflow.com/questions/74105253/python-list-will-only-use-last-user-input,python List will only use last user input,original
Nikolay Zakirov,What is the criteria by which you split the dictionaries in the output into two?,Oct 20 at 8:03,https://stackoverflow.com/questions/74136327/python-list-of-dictionaries-from-two-lists,Python list of dictionaries from two lists,original
Tim Roberts,"Cleaning up addresses automatically is very, very difficult. Consider ""123 Cherry Lane Apt 12"" and ""123 Cherry Lane Apt 121"". How would you decide whether those were duplicates? It's almost always better to come up with a list of SUSPECTED duplicates and let a human decide.",Sep 10 at 4:54,https://stackoverflow.com/questions/73669343/how-to-find-duplicate-stringscommunication-address-in-python-list,How to find duplicate strings(communication address) in python list?,original
myamulla_ciencia,"well, you are right. but we have come up with a work around as below: '123 Cherry Lane Apt 12||Burtonsville|MD|20866' and '123 Cherry Lane Apt 121||Burtonsville|MD|20866' . here each address is consist of address_1,address_2,city,state,zip separate with pipe '|'. here if 2 to 6 letters are subset of in next address and zip code is same it will be considered as a SINGLE Address. here 123 Ch is in '123 Cherry Lane Apt 121||Burtonsville|MD|20866' and 20866 is same in these address.",Sep 10 at 5:07,https://stackoverflow.com/questions/73669343/how-to-find-duplicate-stringscommunication-address-in-python-list,How to find duplicate strings(communication address) in python list?,original
OldBill,"@myamulla_ciencia and yet, in your example, the addresses are clearly not the same. As Tim Roberts has rightly suggested, these two addresses are similar and almost certainly need human intervention to make a definitive decision",Sep 10 at 6:16,https://stackoverflow.com/questions/73669343/how-to-find-duplicate-stringscommunication-address-in-python-list,How to find duplicate strings(communication address) in python list?,original
Tim Roberts,"Right, that's the problem. You would combine them, but they are almost certainly two different addresses. As I said, go through your algorithm, and come up with a ""list of possible duplicates"". Then, have a simple UI that displays each set of potential dups, and asks the user how to handle it.",Sep 10 at 6:56,https://stackoverflow.com/questions/73669343/how-to-find-duplicate-stringscommunication-address-in-python-list,How to find duplicate strings(communication address) in python list?,original
myamulla_ciencia,It has helped us to progress in removing address duplicates. thanks,Sep 10 at 7:07,https://stackoverflow.com/questions/73669343/how-to-find-duplicate-stringscommunication-address-in-python-list,How to find duplicate strings(communication address) in python list?,answer
Mark Tolonen,what's your input file to reproduce the output and what is the desired output?,Oct 19 at 22:32,https://stackoverflow.com/questions/74132577/how-to-replace-table-tag-with-comma-or-semicolon-in-python-list,How to replace table tag with comma or semicolon in python list,original
Masud Al Nahid,"when running your code then it throws error ""SyntaxError: invalid syntax""",Oct 19 at 23:14,https://stackoverflow.com/questions/74132577/how-to-replace-table-tag-with-comma-or-semicolon-in-python-list,How to replace table tag with comma or semicolon in python list,answer
Barmar,Sorry. I've fixed the typo.,Oct 19 at 23:28,https://stackoverflow.com/questions/74132577/how-to-replace-table-tag-with-comma-or-semicolon-in-python-list,How to replace table tag with comma or semicolon in python list,answer
Martijn Pieters,Never mind the memory requirements; your algorithm sounds like it'll never finish for larger datasets as your comparisons grow exponentially.,"Apr 11, 2014 at 12:56",https://stackoverflow.com/questions/23013190/sensible-storage-of-1-billion-values-in-a-python-list-type-structure,Sensible storage of 1 billion+ values in a python list type structure,original
usethedeathstar,"You should use numpy arrays instead of lists (wont solve your problem though, but will go faster). What does the rest of your kriging code look like? I assume you will get into problems there too.","Apr 11, 2014 at 13:18",https://stackoverflow.com/questions/23013190/sensible-storage-of-1-billion-values-in-a-python-list-type-structure,Sensible storage of 1 billion+ values in a python list type structure,original
Armin Rigo,"@MartijnPieters: Quadratically, but not exponentially :-)","Apr 11, 2014 at 15:29",https://stackoverflow.com/questions/23013190/sensible-storage-of-1-billion-values-in-a-python-list-type-structure,Sensible storage of 1 billion+ values in a python list type structure,original
TooTone,"In my opinion you ought to consider changing your approach altogether. Rather than computing an array of variances and lags and then computing summary statistics such as bins etc, instead compute these summary statistics as you go along. In this way your maximum memory requirement would be the size of your running summary statistics.","Apr 11, 2014 at 16:30",https://stackoverflow.com/questions/23013190/sensible-storage-of-1-billion-values-in-a-python-list-type-structure,Sensible storage of 1 billion+ values in a python list type structure,original
ChrisWills,"@TooTone a new approach was exactly what I needed - there are no longer any lists in my code other than for the summary statistics - these are indeed calculated as I go along. To reduce run times, rather than comparing all pixels within a window with one another, I opted for a random sampling strategy.","May 7, 2014 at 13:11",https://stackoverflow.com/questions/23013190/sensible-storage-of-1-billion-values-in-a-python-list-type-structure,Sensible storage of 1 billion+ values in a python list type structure,original
Dave,"Both answers solve my problem. I like this answer more, because only one parameter is needed.",Oct 19 at 9:44,https://stackoverflow.com/questions/74121901/jinja2-create-python-list-containing-objects-from-a-prefixed-list,Jinja2 - Create python list containing objects from a prefixed list,answer
